id,text,label
10,"Foster's time of 11.62 seconds earned automatic qualification as she finished second in her first-round heat.
However, Smyth exited from the men's 100m as he finished fifth in his heat in 10.66 - .44 secs outside his best.
Reid, meanwhile, false started in his heat and was disqualified.
Paralympic star Smyth, 27, appeared to start well in heat four but faded after 50m as he finished fifth in 10.66 seconds.
""I got out of the blocks really well and was in a good position in the early stages, however, I then tightened up and people started to pass me,"" explained Smyth.
""I was hoping to do better but I still haven't fully recovered from my hamstring injury.
""[But] It has been an incredible experience for me to represent Northern Ireland at the Commonwealth Games as I missed out on Delhi because of injury.""
London-born Reid's first Northern Ireland outing proved a brief affair as he false started in heat three.
Reid, 20, switched allegiance to Northern Ireland in February as his mother hails from the province.
Birchfield Harrier Reid won European Junior Championship 200m silver last year and his main focus in Glasgow will be the longer sprint.
Smyth is also scheduled to run the 200m at these championships but the Londonderry man's 2014 season has been badly affected by hamstring trouble and the 100m is regarded as his stronger event.
A time of 10.45secs would have secured a fastest loser's progression to Monday's semi-finals.
Foster looked to be in a tricky heat but her time of 11.62 - despite being .22secs outside her best - earned her second spot behind Australia's Melissa Breen [11.54].
On the opening date of athletics action at the Games, Northern Ireland hopeful Gladys Ganiel produced a gutsy run to take 12th in the women's marathon with her finishing time of 2 hours 40.29 minutes, only 57 seconds outside her personal best set in Berlin last September.
The American-born runner was making her first appearance at a major championship at the age of 37.
Ganiel is not a full-time athlete and her day job is working as an assistant professor in conflict resolution and reconciliation at Trinity College, Dublin.
Kenyan Flomena Cheyech Daniel took the gold medal in 2:26.45 ahead of her compatriot Caroline Kilel [2:27.10] with Australia's Jess Trengove [2:30.12] winning the bronze.",Northern Ireland's Amy Foster safely progressed to the women's 100m semi-finals at the Commonwealth Games but Jason Smyth and Leon Reid bowed out of the men's sprint event.
11,"The finds were made by a team from Durham University, which is surveying the site on Midland Road before it is redeveloped for houses.
The remains are believed to date to the medieval period, but could be Roman.
Developers Westleigh plan to build 70 homes on Midland Road once the archaeologists complete their dig.
Dr Rebecca Casa-Hatton, lead archaeologist at Peterborough City Council, said: ""At the moment we presume they may be medieval but we can't discount they may be late-Roman.
""It's very, very crowded so the cemetery would have been extensive.""
She added archaeologists were expecting to find human remains in this area because of similar late Roman or medieval burials uncovered during the building of the railway line during the 19th Century.
""Hopefully, this excavation will shed light on the period of these burials and the burials found in the general area,"" she said.
Gary Turner, head of investment and partnership at Westleigh, said: ""The discovery was made about six weeks ago and since then we have obtained a licence from the Ministry of Justice to exhume the remains.
""Once removed, the remains will be analysed to unlock further details on their history.""",About 70 human skeletons have been uncovered by archaeologists during a dig at a former factory in Peterborough.
12,"ZTE Corp obtained and illegally shipped US-made equipment to Iran in violation of US sanctions, the Justice Department said.
It also sent goods to North Korea without the correct export licences.
The US said ZTE lied to authorities and its own lawyer about the violations.
It must now pay a $892m (£740m) penalty as well as $300m which will be suspended for seven years depending on the firm meeting certain conditions.
ZTE says it acknowledges it has made mistakes, and is working towards improving its procedures.
The US said that the highest levels of management at ZTE approved the scheme which involved the shipment of $32m worth of US-made goods to Iran between 2010 and 2016.
The equipment included routers, microprocessors and servers controlled under export regulations for ""security, encryption... and/or anti-terrorism reasons"".
ZTE also made 283 shipments of mobile phones to North Korea despite knowing this contravened rules around exports to the country.
According to Reuters, ZTE buys around a third of its its components from US businesses such as Qualcomm, Microsoft and Intel. It also sells phone handsets to major carriers such as T-Mobile and AT&T.
US Attorney General Jeff Sessions said: ""ZTE Corporation not only violated export controls that keep sensitive American technology out of the hands of hostile regimes like Iran's - they lied to federal investigators and even deceived their own counsel and internal investigators about their illegal acts.""
He added: ""This plea agreement holds them accountable, and makes clear that our government will use every tool we have to punish companies who would violate our laws, obstruct justice and jeopardise our national security.""
The company reached the agreement with the US Justice, Commerce and Treasury departments.
As part of the deal, it must submit to a three-year period of probation, during which time it will be independently monitored to ensure it remains compliant.
Chairman and chief executive of ZTE, Zhao Xianming, said: ""ZTE acknowledges the mistakes it made, takes responsibility for them and remains committed to positive change in the company.""
""Instituting new compliance-focused procedures and making significant personnel changes has been a top priority for the company.""",Chinese telecom giant ZTE has been fined $1.1bn and will plead guilty to charges that it violated US rules by shipping US-made equipment to Iran and North Korea.
13,"The UN has said media restrictions and violence meant the environment was not conducive to free, credible elections.
Unrest started in April after President Pierre Nkurunziza said he would run for a third term - something protesters say is illegal.
The president says he is entitled to a third term because he was appointed for his first term, not elected.
The presidential election is scheduled for 15 July. East African leaders have called for a further two-week delay.
Africa news highlights: 7 July
The electoral commission spokesman told the BBC turnout for the parliamentary poll had been low in the districts of Bujumbura where there had been protests, but that in some provinces outside the capital it was as high as 98%.
The ruling party - the CNDD FDD - was ahead in every province of the country, Burundi's electoral commission announced.
They won 77 out of 100 elected seats in parliament, AFP news agency says.
The BBC's Maud Jullien says all of the country's private broadcasters have closed in recent months, and many civil society leaders have left the country claiming their lives were under threat.
At least 70 died and 150,000 people have fled the country.
Reporting on a coup and a crisis... using a music-sharing site
10.4m population
50 years - life expectancy for a man
2nd poorest country in the world
85% are Hutu, 14% Tutsi
300,000 died in civil war",The ruling party in Burundi has won the parliamentary election boycotted by the main opposition parties.
14,"Lance Corporal Joseph Scott Pemberton was convicted of killing Jennifer Laude in a hotel room in Olongapo city, north-west of Manila, last year.
Pemberton will face between six and 12 years imprisonment.
The case has strained ties between the US and the Philippines, a former US colony where the Americans have a significant military presence.
The marine was on leave in Olongapo on 11 October 2014, after joint military exercises with the Philippine army, when he met Ms Laude in a bar.
Police said they left together and checked into a hotel, where she was found dead the next day, apparently strangled and with her head inside the hotel toilet.
Pemberton had previously testified in court that he had attacked Ms Laude after he realised she was transgender, but said she was still alive when he left the room.
The prosecution had argued Pemberton should be convicted of murder, but the court downgraded this to homicide.
Pemberton was also ordered to pay at least 4.5 million pesos ($95,350; £63,140) to Ms Laude's family.
Ms Laude's sister, Malou, told Reuters news agency: ""We expected a murder conviction but instead got homicide. We are not content with the decision.""
Pemberton will be temporarily detained in a Philippine jail until the Philippine and US governments agree on where he should be held during his prison term.
The case has led to calls from left-wing groups for the Philippines to end its military agreements with the US.
Under the agreement, the Philippines can prosecute US military personnel but the US retains custody over them ""from the commission of the offence until completion of all judicial proceedings"", the Associated Press reports.",A court in the Philippines has found a US marine guilty of killing a transgender woman.
15,"The Belmond British Pullman arrived at Ashford International at 07:00 GMT as passengers waited for a London train.
The train, dating back to the 1920s, is the sister of the Venice Simplon-Orient Express.
Travel firm Belmond put on the service to treat commuters on a 90-minute journey through Charing, Maidstone, Otford and Swanley to London Victoria.
Some of the passengers had registered for the journey after seeing a social media campaign, while others had a surprise upgrade.
The train is usually reserved for leisure travellers on trips to major sporting fixtures or for special events, such as an afternoon tea hosted by Great British Bake Off's Mary Berry.
Gary Franklin, managing director at Belmond, said: ""We wanted to sprinkle some magic on the rails and do something that reminded people just how wonderful train travel can be when you have the luxury of time.""
Commuters on the service were treated to a three-course breakfast and musical entertainment.
Tamzin Crook, 41, said: ""I turn up every day, stand in the same spot and wait for the same train.
""The standard experience is to fight for a seat and then put your head down and read.
""Here, it's like something out of an amazing film. It's opulent. It feels like we're going on holiday, not to work.""
'Come on board'
Nathan Charlton, 25, and his fiancee Alicia Ray, 26, said they were running late for their train and saw the Pullman from the car park.
""We spoke to the staff and they said 'You're more than welcome to come on board',"" Mr Charlton said.
""The only problem is that we'll want to do this every day.""",Commuters were given a surprise upgrade when a luxury train arrived for their daily journey to work.
16,"Scarborough Athletic FC played in its home town for the first time since the club was founded in 2007.
The team, formed after the collapse of Scarborough FC, has been playing home fixtures nearly 20 miles away in Bridlington.
The Sea Dogs lost 4-1 against Sheffield United XI in front of a sell-out 2,000 crowd at Flamingo Land Stadium.
Chairman Trevor Bull said: ""Today is not only a great day for our club, it is also a massive day for our town.""
The club was formed after Scarborough FC went out of business with debts of £2.5m. It is jointly owned by about 350 supporters.
Fan and club communications officer Will Baines said: ""A lot of people have put a lot of work in to the club while we've been in exile, but now we're coming home.""
Mr Baines said the move back to Scarborough was key to the future success of the side.
""We're fan-owned which means we've got our destiny in our own hands,"" he said.
""We've not got a big investor backing us, so that's why it's important that we're back in town as it's the money that we get through the turnstiles every week that will pay for the club.""
The homecoming fixture generated such interest the council and club warned people not to congregate on the hill overlooking the ground as it has no public right of way.
The stadium forms part of a £50m development built on the town's former Weaponness Park and Ride site, which includes a swimming pool, new University Technical College and Coventry University's Scarborough campus.
Scarborough FC's former ground - the McCain Stadium -  was demolished in 2011.",A football team has played its first home game in more than 10 years after moving into a new stadium.
17,"The preliminary figures show that operating profit will be 6.1tn won ($5.1bn; £3.5bn) for the October to December period, from 5.29tn won a year earlier.
Analysts had expected the amount to be 6.6tn won, fuelling growth concerns.
Samsung products have been hit by weak demand in China and currency woes.
Operating profit fell 7.5% from the previous quarter.
Sales at the world's biggest maker of memory chips and smartphones also missed forecasts at 53tn won for the period.
Samsung does not break down its earnings results in the preliminary report, leaving analysts to speculate on how each business division is doing.
But analysts predict that the latest forecast is a sign that the tech giant will face another tough year of weaker gadget sales as the smartphone market is saturated.
Samsung is facing stiff competition at the top end of the market from Apple, while cheaper Chinese rivals are gaining ground in the mid to low level range for mobile devices.
On Monday, chief executive Kwon Oh-hyun had warned that the firm faced challenges on weak global economic growth prospects.
Final earnings results for the quarter are due to be released at the end of January.","Samsung Electronics says its operating profit is likely to rise 15% in the fourth quarter from a year ago, missing market expectations."
18,"Authorities believe 19 Gourma elephants have been killed for their tusks in the past month. There are estimated to be just 350-500 of the group left.
Poaching has been linked in the past to rebel groups in the region, who have connections to smuggling rings.
The Gourma elephants migrate around 600km (370 miles) a year to feed.
Because of the sparse vegetation in northern Mali they have a long-distance migration pattern that runs into Burkina Faso and Niger.
On Tuesday, Colonel Soumana Timbo of the government's nature conservation division asked MPs to provide military support to protect the species.
Mr Timbo told the BBC that the small number of rangers assigned to the region were already risking their lives.
""In the Gourma zone there is total insecurity. We have about 10 rangers covering about 1.25 million hectares, so it's quite insufficient,"" Mr Timbo said.
""If we send out two rangers on a motorbike they are risking their lives. So we really need joint patrols - military and rangers - and we need to focus all our efforts on stopping this massacre.""
Northern Mali has been a flashpoint of conflict since Mali's independence from French rule in 1960, with the Tuareg rebels campaigning for independence or more autonomy.
The region has been further destabilised by the emergence of jihadi groups including al-Qaida in the Islamic Maghreb (AQIM), which has targeted both the government and the rebels.
In its own attempt to combat poaching, South Africa has appointed a panel of experts to examine the viability of a legal rhino horn trade,
Levels of poaching have risen to record levels in South Africa. The country is thought to be home to around 20,000 rhinos, around 80% of the worldwide population.
There were 1,215 rhinos killed in South Africa in 2014, a 21% increase on the previous year, officials say.
The 21-member panel will examine whether a legal trade in rhino horn may reduce the number of animals targeted by poachers.
""It is important to emphasise that South Africa has not taken a position on the issue and will not do so until the committee has completed its work and presented its findings,"" the environment ministry said in a statement.","A rare population of elephants in northern Mali is being targeted by poachers, threatening its survival, a wildlife official has said."
19,"From 21 June, EDF customers will see electricity prices increase by 9% and gas prices go up by 5.5%.
The supplier previously increased electricity prices by 8.4% on 1 March, although it cut gas prices in January.
The rise was immediately criticised by the energy regulator, Ofgem, which said it was hard to justify.
The average dual-fuel customer will pay an extra £78 a year, bringing the annual bill to £1,160, EDF said.
Combining both increases will mean that 1.5 million EDF customers will pay 18.1% more for their electricity this year.
However, taking into account the previous cut, gas prices will remain flat, the company said.
Most of its customers - 1.8 million - are now on fixed price deals, so will not be affected.
Ofgem was highly critical of the increases.
Dermot Nolan, its chief executive, said: ""EDF's second price rise in four months, when there has not been a dramatic rise in wholesale energy prices since it last put up prices, is difficult to justify and is further evidence that the energy market is not working in all consumers' interests.""
Commentators said EDF customers on standard tariffs could save more than £300 a year by switching to the best fixed-price deal.
""EDF has hit millions with a second shock price hike,"" said Archna Luthra, head of energy at MoneySavingExpert.
""If you haven't compared and switched already, see this as a final red alarm bell to take action - what are you waiting for?""
EDF said it would be contacting all customers on standard variable tariffs to review their situation.
The company is also introducing a new three-year fixed deal.
""I know that price rises are never welcome, but the industry is facing significant cost increases,"" said EDF's chief executive, Vincent de Rivaz.
""To be a sustainable and responsible business, we aim to make a fair margin in supplying customers. This fair margin allows us to invest for the long term, in particular in good service, innovation and smart metering.""
Five of the big six suppliers have announced price rises this year:",Energy firm EDF is raising the price of electricity for the second time this year for customers on standard tariffs.
20,"Polling booths opened at 07:00 BST in the area's 15 constituencies, with results expected to be declared after midnight.
Votes will be counted after the polls close at 22:00 BST.
For the latest news from all the counts on Merseyside, go to our election live service or check the results on your constituency profile page.",People are voting across Merseyside in the general and local council elections.
21,"Football
Rugby Union
Rugby League
Cricket
Tennis
Basketball
Athletics
Speedway
Ice Hockey
Radio 5 live and 5 live sports extra",A rundown of all the latest BBC radio commentaries online.
